1|1|1|1632|8|8|1|2017-05-18 12:26:05
2|1|1|1294|9|11|1|2017-05-18 12:26:05
3|1|1|1053|7|12|1|2017-05-18 12:26:05
4|1|1|510|2|10|1|2017-05-18 12:26:05
5|1|1|2164|3|10|1|2017-05-18 12:26:05
6|1|1|2187|9|8|1|2017-05-18 12:26:05
7|1|1|1208|5|9|1|2017-05-18 12:26:05
8|1|1|2987|6|6|1|2017-05-18 12:26:05
9|1|1|235|7|15|1|2017-05-18 12:26:05
10|1|1|786|1|10|1|2017-05-18 12:26:05
11|1|1|691|1|10|1|2017-05-18 12:26:05
12|1|1|810|8|13|1|2017-05-18 12:26:05
13|1|1|1070|7|9|1|2017-05-18 12:26:05
14|1|1|281|10|5|1|2017-05-18 12:26:05
15|1|1|772|8|9|1|2017-05-18 12:26:05
16|1|1|607|10|8|1|2017-05-18 12:26:05
17|1|1|555|3|5|1|2017-05-18 12:26:05
18|1|1|1488|10|14|1|2017-05-18 12:26:05
19|1|1|767|4|5|1|2017-05-18 12:26:05
20|1|1|1114|8|14|1|2017-05-18 12:26:05
21|1|1|2469|9|12|1|2017-05-18 12:26:05
22|1|1|2935|4|8|1|2017-05-18 12:26:05
23|1|1|514|8|7|1|2017-05-18 12:26:05
24|1|1|2860|8|13|1|2017-05-18 12:26:05
25|1|1|784|3|8|1|2017-05-18 12:26:05
26|1|1|1437|2|11|1|2017-05-18 12:26:05
27|1|1|2194|10|10|1|2017-05-18 12:26:05
28|1|1|2611|10|8|1|2017-05-18 12:26:05
29|1|1|2132|10|15|1|2017-05-18 12:26:05
30|1|1|1465|7|13|1|2017-05-18 12:26:05
31|1|1|94|8|11|1|2017-05-18 12:26:05
32|1|1|438|9|10|1|2017-05-18 12:26:05
33|1|1|2145|3|7|1|2017-05-18 12:26:05
34|1|1|2577|6|10|1|2017-05-18 12:26:05
35|1|1|1222|9|12|1|2017-05-18 12:26:05
36|1|1|2857|1|10|1|2017-05-18 12:26:05
37|1|1|1487|2|7|1|2017-05-18 12:26:05
38|1|1|2685|3|5|1|2017-05-18 12:26:05
39|1|1|1598|1|13|1|2017-05-18 12:26:05
40|1|1|686|2|15|1|2017-05-18 12:26:05
41|1|1|2429|3|9|1|2017-05-18 12:26:05
42|1|1|435|2|8|1|2017-05-18 12:26:05
43|1|1|2097|7|9|1|2017-05-18 12:26:05
44|1|1|529|7|5|1|2017-05-18 12:26:05
45|1|1|1022|4|15|1|2017-05-18 12:26:05
46|1|1|1145|2|9|1|2017-05-18 12:26:05
47|1|1|1332|5|8|1|2017-05-18 12:26:05
48|1|1|467|5|5|1|2017-05-18 12:26:05
49|1|1|578|2|10|1|2017-05-18 12:26:05
50|1|1|317|7|9|1|2017-05-18 12:26:05
51|1|1|2434|10|6|1|2017-05-18 12:26:05
52|1|1|525|10|6|1|2017-05-18 12:26:05
53|1|1|246|10|11|1|2017-05-18 12:26:05
54|1|1|1223|2|8|1|2017-05-18 12:26:05
55|1|1|193|2|14|1|2017-05-18 12:26:05
56|1|1|1387|9|11|1|2017-05-18 12:26:05
57|1|1|881|9|14|1|2017-05-18 12:26:05
58|1|1|2919|1|12|1|2017-05-18 12:26:05
59|1|1|374|4|9|1|2017-05-18 12:26:05
60|1|1|774|9|7|1|2017-05-18 12:26:05
61|1|1|1053|9|12|1|2017-05-18 12:26:05
62|1|1|1473|5|14|1|2017-05-18 12:26:05
63|1|1|2143|1|12|1|2017-05-18 12:26:05
64|1|1|673|5|8|1|2017-05-18 12:26:05
65|1|1|1486|7|6|1|2017-05-18 12:26:05
66|1|1|2329|8|6|1|2017-05-18 12:26:05
67|1|1|1245|10|6|1|2017-05-18 12:26:05
68|1|1|2044|2|9|1|2017-05-18 12:26:05
69|1|1|150|4|13|1|2017-05-18 12:26:05
70|1|1|1605|8|15|1|2017-05-18 12:26:05
71|1|1|2395|6|5|1|2017-05-18 12:26:05
72|1|1|1426|1|15|1|2017-05-18 12:26:05
73|1|1|184|3|14|1|2017-05-18 12:26:05
74|1|1|2773|6|12|1|2017-05-18 12:26:05
75|1|1|1170|5|7|1|2017-05-18 12:26:05
76|1|1|1644|8|10|1|2017-05-18 12:26:05
77|1|1|2305|6|10|1|2017-05-18 12:26:05
78|1|1|1278|5|5|1|2017-05-18 12:26:05
79|1|1|1692|5|5|1|2017-05-18 12:26:05
80|1|1|303|5|15|1|2017-05-18 12:26:05
81|1|1|273|8|10|1|2017-05-18 12:26:05
82|1|1|2307|1|5|1|2017-05-18 12:26:05
83|1|1|159|5|9|1|2017-05-18 12:26:05
84|1|1|414|4|9|1|2017-05-18 12:26:05
85|1|1|2343|2|11|1|2017-05-18 12:26:05
86|1|1|2081|4|13|1|2017-05-18 12:26:05
87|1|1|2952|2|7|1|2017-05-18 12:26:05
88|1|1|802|5|9|1|2017-05-18 12:26:05
89|1|1|1770|3|10|1|2017-05-18 12:26:05
90|1|1|506|10|13|1|2017-05-18 12:26:05
91|1|1|1010|6|11|1|2017-05-18 12:26:05
92|1|1|1618|4|13|1|2017-05-18 12:26:05
93|1|1|2234|5|14|1|2017-05-18 12:26:05
94|1|1|615|2|11|1|2017-05-18 12:26:05
95|1|1|2432|2|10|1|2017-05-18 12:26:05
96|1|1|2109|10|11|1|2017-05-18 12:26:05
97|1|1|1376|8|12|1|2017-05-18 12:26:05
98|1|1|116|3|14|1|2017-05-18 12:26:05
99|1|1|745|6|15|1|2017-05-18 12:26:05
100|1|1|1259|8|6|1|2017-05-18 12:26:05
101|1|1|976|6|9|1|2017-05-18 12:26:05
102|1|1|2749|9|7|1|2017-05-18 12:26:05
103|1|1|984|2|14|1|2017-05-18 12:26:05
104|1|1|977|5|8|1|2017-05-18 12:26:05
105|1|1|2399|6|14|1|2017-05-18 12:26:05
106|1|1|1352|4|7|1|2017-05-18 12:26:05
107|1|1|2008|2|6|1|2017-05-18 12:26:05
108|1|1|1314|7|12|1|2017-05-18 12:26:05
109|1|1|1012|9|15|1|2017-05-18 12:26:05
110|1|1|2246|1|6|1|2017-05-18 12:26:05
111|1|1|2792|10|6|1|2017-05-18 12:26:05
112|1|1|2805|8|13|1|2017-05-18 12:26:05
113|1|1|843|2|6|1|2017-05-18 12:26:05
114|1|1|627|9|12|1|2017-05-18 12:26:05
115|1|1|2438|2|10|1|2017-05-18 12:26:05
116|1|1|2175|8|14|1|2017-05-18 12:26:05
117|1|1|834|10|10|1|2017-05-18 12:26:05
118|1|1|760|5|8|1|2017-05-18 12:26:05
119|1|1|1847|1|15|1|2017-05-18 12:26:05
120|1|1|1774|9|5|1|2017-05-18 12:26:05
121|1|1|1760|9|12|1|2017-05-18 12:26:05
122|1|1|2587|4|11|1|2017-05-18 12:26:05
123|1|1|617|4|8|1|2017-05-18 12:26:05
124|1|1|755|6|10|1|2017-05-18 12:26:05
125|1|1|2058|8|9|1|2017-05-18 12:26:05
126|1|1|1647|3|8|1|2017-05-18 12:26:05
127|1|1|1956|2|6|1|2017-05-18 12:26:05
128|1|1|1523|2|9|1|2017-05-18 12:26:05
129|1|1|625|2|8|1|2017-05-18 12:26:05
130|1|1|2627|7|8|1|2017-05-18 12:26:05
131|1|1|966|3|11|1|2017-05-18 12:26:05
132|1|1|1489|3|9|1|2017-05-18 12:26:05
133|1|1|831|7|5|1|2017-05-18 12:26:05
134|1|1|1652|4|8|1|2017-05-18 12:26:05
135|1|1|2444|3|12|1|2017-05-18 12:26:05
136|1|1|734|9|12|1|2017-05-18 12:26:05
137|1|1|1174|6|7|1|2017-05-18 12:26:05
138|1|1|2865|10|6|1|2017-05-18 12:26:05
139|1|1|2662|2|9|1|2017-05-18 12:26:05
140|1|1|1223|8|5|1|2017-05-18 12:26:05
141|1|1|686|2|13|1|2017-05-18 12:26:05
142|1|1|2630|2|7|1|2017-05-18 12:26:05
143|1|1|2236|3|13|1|2017-05-18 12:26:05
144|1|1|1148|10|6|1|2017-05-18 12:26:05
145|1|1|2600|5|11|1|2017-05-18 12:26:05
146|1|1|879|1|10|1|2017-05-18 12:26:05
147|1|1|2729|10|10|1|2017-05-18 12:26:05
148|1|1|2570|7|11|1|2017-05-18 12:26:05
149|1|1|306|5|14|1|2017-05-18 12:26:05
150|1|1|606|3|9|1|2017-05-18 12:26:05
151|1|1|178|10|9|1|2017-05-18 12:26:05
152|1|1|1628|4|15|1|2017-05-18 12:26:05
153|1|1|572|10|8|1|2017-05-18 12:26:05
154|1|1|1425|3|9|1|2017-05-18 12:26:05
155|1|1|2745|9|12|1|2017-05-18 12:26:05
156|1|1|1151|9|12|1|2017-05-18 12:26:05
157|1|1|1754|10|8|1|2017-05-18 12:26:05
158|1|1|1812|4|15|1|2017-05-18 12:26:05
159|1|1|186|5|11|1|2017-05-18 12:26:05
160|1|1|376|4|13|1|2017-05-18 12:26:05
161|1|1|2175|1|7|1|2017-05-18 12:26:05
162|1|1|325|8|7|1|2017-05-18 12:26:05
163|1|1|795|5|10|1|2017-05-18 12:26:05
164|1|1|2608|9|15|1|2017-05-18 12:26:05
165|1|1|2366|3|9|1|2017-05-18 12:26:05
166|1|1|388|3|15|1|2017-05-18 12:26:05
167|1|1|1925|9|6|1|2017-05-18 12:26:05
168|1|1|1022|7|9|1|2017-05-18 12:26:05
169|1|1|2554|1|15|1|2017-05-18 12:26:05
170|1|1|1327|1|12|1|2017-05-18 12:26:05
171|1|1|2750|7|14|1|2017-05-18 12:26:05
172|1|1|1473|9|8|1|2017-05-18 12:26:05
173|1|1|2526|10|6|1|2017-05-18 12:26:05
174|1|1|412|2|11|1|2017-05-18 12:26:05
175|1|1|1266|6|9|1|2017-05-18 12:26:05
176|1|1|2277|9|8|1|2017-05-18 12:26:05
177|1|1|2942|8|6|1|2017-05-18 12:26:05
178|1|1|1990|2|8|1|2017-05-18 12:26:05
179|1|1|349|9|9|1|2017-05-18 12:26:05
180|1|1|447|7|5|1|2017-05-18 12:26:05
181|1|1|2235|5|5|1|2017-05-18 12:26:05
182|1|1|1260|3|11|1|2017-05-18 12:26:05
183|1|1|2886|9|12|1|2017-05-18 12:26:05
184|1|1|1937|5|11|1|2017-05-18 12:26:05
185|1|1|1028|1|15|1|2017-05-18 12:26:05
186|1|1|1980|2|15|1|2017-05-18 12:26:05
187|1|1|2528|1|7|1|2017-05-18 12:26:05
188|1|1|2177|8|12|1|2017-05-18 12:26:05
189|1|1|675|2|12|1|2017-05-18 12:26:05
190|1|1|947|4|13|1|2017-05-18 12:26:05
191|1|1|624|6|5|1|2017-05-18 12:26:05
192|1|1|2763|6|12|1|2017-05-18 12:26:05
193|1|1|408|3|9|1|2017-05-18 12:26:05
194|1|1|496|10|10|1|2017-05-18 12:26:05
195|1|1|781|9|13|1|2017-05-18 12:26:05
196|1|1|1842|10|7|1|2017-05-18 12:26:05
197|1|1|1041|2|15|1|2017-05-18 12:26:05
198|1|1|1763|7|9|1|2017-05-18 12:26:05
199|1|1|1706|6|8|1|2017-05-18 12:26:05
200|1|1|2820|1|8|1|2017-05-18 12:26:05
201|1|1|2423|5|12|1|2017-05-18 12:26:05
202|1|1|2285|1|10|1|2017-05-18 12:26:05
203|1|1|2696|1|15|1|2017-05-18 12:26:05
204|1|1|2873|2|8|1|2017-05-18 12:26:05
205|1|1|1178|9|8|1|2017-05-18 12:26:05
206|1|1|610|4|14|1|2017-05-18 12:26:05
207|1|1|1092|10|8|1|2017-05-18 12:26:05
208|1|1|2504|1|6|1|2017-05-18 12:26:05
209|1|1|1185|9|8|1|2017-05-18 12:26:05
210|1|1|826|1|12|1|2017-05-18 12:26:05
211|1|1|1052|10|11|1|2017-05-18 12:26:05
212|1|1|1088|3|6|1|2017-05-18 12:26:05
213|1|1|591|1|14|1|2017-05-18 12:26:05
214|1|1|1957|7|7|1|2017-05-18 12:26:05
215|1|1|1585|1|13|1|2017-05-18 12:26:05
216|1|1|2839|2|8|1|2017-05-18 12:26:05
217|1|1|2009|10|13|1|2017-05-18 12:26:05
218|1|1|2901|9|5|1|2017-05-18 12:26:05
219|1|1|450|4|10|1|2017-05-18 12:26:05
220|1|1|1237|1|6|1|2017-05-18 12:26:05
221|1|1|615|7|15|1|2017-05-18 12:26:05
222|1|1|2469|10|6|1|2017-05-18 12:26:05
223|1|1|2000|9|5|1|2017-05-18 12:26:05
224|1|1|1655|9|10|1|2017-05-18 12:26:05
225|1|1|1320|2|8|1|2017-05-18 12:26:05
226|1|1|2244|9|15|1|2017-05-18 12:26:05
227|1|1|2093|3|6|1|2017-05-18 12:26:05
228|1|1|536|3|5|1|2017-05-18 12:26:05
229|1|1|590|8|11|1|2017-05-18 12:26:05
230|1|1|1243|2|8|1|2017-05-18 12:26:05
231|1|1|2541|9|12|1|2017-05-18 12:26:05
232|1|1|1455|4|13|1|2017-05-18 12:26:05
233|1|1|2340|6|8|1|2017-05-18 12:26:05
234|1|1|2521|9|10|1|2017-05-18 12:26:05
235|1|1|1873|3|7|1|2017-05-18 12:26:05
236|1|1|497|2|15|1|2017-05-18 12:26:05
237|1|1|2825|3|13|1|2017-05-18 12:26:05
238|1|1|753|4|13|1|2017-05-18 12:26:05
239|1|1|2309|1|6|1|2017-05-18 12:26:05
240|1|1|2643|9|14|1|2017-05-18 12:26:05
241|1|1|2991|7|11|1|2017-05-18 12:26:05
242|1|1|1555|10|8|1|2017-05-18 12:26:05
243|1|1|1459|6|10|1|2017-05-18 12:26:05
244|1|1|2125|3|11|1|2017-05-18 12:26:05
245|1|1|2059|6|7|1|2017-05-18 12:26:05
246|1|1|1898|5|9|1|2017-05-18 12:26:05
247|1|1|2866|10|9|1|2017-05-18 12:26:05
248|1|1|1608|7|8|1|2017-05-18 12:26:05
249|1|1|1462|3|14|1|2017-05-18 12:26:05
250|1|1|1710|1|14|1|2017-05-18 12:26:05
251|1|1|1975|6|10|1|2017-05-18 12:26:05
252|1|1|752|1|9|1|2017-05-18 12:26:05
253|1|1|1187|2|15|1|2017-05-18 12:26:05
254|1|1|761|2|8|1|2017-05-18 12:26:05
255|1|1|1075|5|5|1|2017-05-18 12:26:05
256|1|1|1528|10|7|1|2017-05-18 12:26:05
257|1|1|1207|2|10|1|2017-05-18 12:26:05
258|1|1|442|5|14|1|2017-05-18 12:26:05
259|1|1|1357|2|7|1|2017-05-18 12:26:05
260|1|1|1404|9|9|1|2017-05-18 12:26:05
261|1|1|687|3|5|1|2017-05-18 12:26:05
262|1|1|2576|10|15|1|2017-05-18 12:26:05
263|1|1|2303|7|15|1|2017-05-18 12:26:05
264|1|1|2934|10|8|1|2017-05-18 12:26:05
265|1|1|641|3|12|1|2017-05-18 12:26:05
266|1|1|2919|10|9|1|2017-05-18 12:26:05
267|1|1|887|8|10|1|2017-05-18 12:26:05
268|1|1|2674|9|11|1|2017-05-18 12:26:05
269|1|1|1668|9|7|1|2017-05-18 12:26:05
270|1|1|1556|6|12|1|2017-05-18 12:26:05
271|1|1|1476|5|8|1|2017-05-18 12:26:05
272|1|1|514|6|15|1|2017-05-18 12:26:05
273|1|1|1004|10|9|1|2017-05-18 12:26:05
274|1|1|2615|7|11|1|2017-05-18 12:26:05
275|1|1|960|2|13|1|2017-05-18 12:26:05
276|1|1|2382|4|11|1|2017-05-18 12:26:05
277|1|1|1344|8|13|1|2017-05-18 12:26:05
278|1|1|876|6|8|1|2017-05-18 12:26:05
279|1|1|2282|5|11|1|2017-05-18 12:26:05
280|1|1|649|9|14|1|2017-05-18 12:26:05
281|1|1|439|6|13|1|2017-05-18 12:26:05
282|1|1|1408|8|13|1|2017-05-18 12:26:05
283|1|1|933|10|5|1|2017-05-18 12:26:05
